service_txn_id,service_date,branch_id,service_type,amount,direct_cost
GS000571,2025-01-06,B01,Day Pass,150,20
GS000572,2025-01-06,B01,Day Pass,150,20
GS000573,2025-01-06,B01,Day Pass,150,20
GS000574,2025-01-06,B01,Day Pass,150,20
GS000575,2025-01-06,B01,Day Pass,150,20
GS000576,2025-01-06,B01,Day Pass,150,20
GS000577,2025-01-06,B02,Personal Training,650,380
GS000578,2025-01-06,B02,Personal Training,650,380
GS000579,2025-01-06,B02,Personal Training,650,380
GS000580,2025-01-06,B02,Group Class,250,90
GS000581,2025-01-06,B02,Group Class,250,90
GS000582,2025-01-06,B02,Group Class,250,90
GS000583,2025-01-06,B02,Group Class,250,90
GS000584,2025-01-06,B02,Group Class,250,90
GS000585,2025-01-06,B02,Group Class,250,90
GS000586,2025-01-06,B02,Group Class,250,90
GS000587,2025-01-06,B02,Group Class,250,90
GS000588,2025-01-06,B02,Group Class,250,90
GS000589,2025-01-06,B02,Group Class,250,90
GS000590,2025-01-06,B02,Group Class,250,90
GS000591,2025-01-06,B02,Group Class,250,90
GS000592,2025-01-06,B02,Group Class,250,90
GS000593,2025-01-06,B02,Group Class,250,90
GS000594,2025-01-06,B02,Group Class,250,90
GS000595,2025-01-06,B02,Group Class,250,90
GS000596,2025-01-06,B02,Day Pass,150,20
GS000597,2025-01-06,B02,Day Pass,150,20
GS000598,2025-01-06,B02,Day Pass,150,20
GS000599,2025-01-06,B02,Day Pass,150,20
GS000600,2025-01-06,B02,Day Pass,150,20
GS000601,2025-01-06,B02,Day Pass,150,20
GS000602,2025-01-06,B02,Day Pass,150,20
GS000603,2025-01-06,B02,Day Pass,150,20
GS000604,2025-01-06,B03,Personal Training,650,380
GS000605,2025-01-06,B03,Personal Training,650,380
GS000606,2025-01-06,B03,Personal Training,650,380
GS000607,2025-01-06,B03,Group Class,250,90
GS000608,2025-01-06,B03,Group Class,250,90
GS000609,2025-01-06,B03,Group Class,250,90
GS000610,2025-01-06,B03,Group Class,250,90
GS000611,2025-01-06,B03,Group Class,250,90
GS000612,2025-01-06,B03,Group Class,250,90
GS000613,2025-01-06,B03,Day Pass,150,20
GS000614,2025-01-06,B03,Day Pass,150,20
GS000615,2025-01-06,B03,Day Pass,150,20
GS000616,2025-01-06,B03,Day Pass,150,20
GS000617,2025-01-06,B03,Day Pass,150,20
GS000618,2025-01-06,B03,Day Pass,150,20
GS000619,2025-01-06,B03,Day Pass,150,20
GS000620,2025-01-06,B03,Day Pass,150,20
GS000621,2025-01-06,B04,Personal Training,650,380
GS000622,2025-01-06,B04,Group Class,250,90
GS000623,2025-01-06,B04,Group Class,250,90
GS000624,2025-01-06,B04,Group Class,250,90
GS000625,2025-01-06,B04,Group Class,250,90
GS000626,2025-01-06,B04,Group Class,250,90
GS000627,2025-01-06,B04,Group Class,250,90
GS000628,2025-01-06,B04,Group Class,250,90
GS000629,2025-01-06,B04,Group Class,250,90
GS000630,2025-01-06,B04,Group Class,250,90
GS000631,2025-01-06,B04,Group Class,250,90
GS000632,2025-01-06,B04,Day Pass,150,20
GS000633,2025-01-06,B04,Day Pass,150,20
GS000634,2025-01-06,B04,Day Pass,150,20
GS000635,2025-01-06,B04,Day Pass,150,20
GS000636,2025-01-06,B05,Personal Training,650,380
GS000637,2025-01-06,B05,Personal Training,650,380
GS000638,2025-01-06,B05,Personal Training,650,380
GS000639,2025-01-06,B05,Personal Training,650,380
GS000640,2025-01-06,B05,Group Class,250,90
GS000641,2025-01-06,B05,Group Class,250,90
GS000642,2025-01-06,B05,Group Class,250,90
GS000643,2025-01-06,B05,Group Class,250,90
GS000644,2025-01-06,B05,Group Class,250,90
GS000645,2025-01-06,B05,Group Class,250,90
GS000646,2025-01-06,B05,Group Class,250,90
GS000647,2025-01-06,B05,Group Class,250,90
GS000648,2025-01-06,B05,Group Class,250,90
GS000649,2025-01-06,B05,Group Class,250,90
GS000650,2025-01-06,B05,Day Pass,150,20
GS000651,2025-01-06,B05,Day Pass,150,20
GS000652,2025-01-06,B05,Day Pass,150,20
GS000653,2025-01-06,B05,Day Pass,150,20
GS000654,2025-01-06,B05,Day Pass,150,20
GS000655,2025-01-07,B01,Personal Training,650,380
GS000656,2025-01-07,B01,Personal Training,650,380
GS000657,2025-01-07,B01,Group Class,250,90
GS000658,2025-01-07,B01,Group Class,250,90
GS000659,2025-01-07,B01,Group Class,250,90
GS000660,2025-01-07,B01,Group Class,250,90
GS000661,2025-01-07,B01,Group Class,250,90
GS000662,2025-01-07,B01,Group Class,250,90
GS000663,2025-01-07,B01,Group Class,250,90
GS000664,2025-01-07,B01,Group Class,250,90
GS000665,2025-01-07,B01,Group Class,250,90
GS000666,2025-01-07,B01,Group Class,250,90
GS000667,2025-01-07,B01,Group Class,250,90
GS000668,2025-01-07,B01,Group Class,250,90
GS000669,2025-01-07,B01,Group Class,250,90
GS000670,2025-01-07,B01,Group Class,250,90
GS000671,2025-01-07,B01,Group Class,250,90
GS000672,2025-01-07,B01,Day Pass,150,20
GS000673,2025-01-07,B01,Day Pass,150,20
GS000674,2025-01-07,B01,Day Pass,150,20
GS000675,2025-01-07,B01,Day Pass,150,20
GS000676,2025-01-07,B01,Day Pass,150,20
GS000677,2025-01-07,B02,Personal Training,650,380
GS000678,2025-01-07,B02,Personal Training,650,380
GS000679,2025-01-07,B02,Personal Training,650,380
GS000680,2025-01-07,B02,Personal Training,650,380
GS000681,2025-01-07,B02,Personal Training,650,380
GS000682,2025-01-07,B02,Personal Training,650,380
GS000683,2025-01-07,B02,Personal Training,650,380
GS000684,2025-01-07,B02,Group Class,250,90
GS000685,2025-01-07,B02,Group Class,250,90
GS000686,2025-01-07,B02,Group Class,250,90
GS000687,2025-01-07,B02,Group Class,250,90
GS000688,2025-01-07,B02,Group Class,250,90
GS000689,2025-01-07,B02,Group Class,250,90
GS000690,2025-01-07,B02,Group Class,250,90
GS000691,2025-01-07,B02,Group Class,250,90
GS000692,2025-01-07,B02,Group Class,250,90
GS000693,2025-01-07,B02,Group Class,250,90
GS000694,2025-01-07,B02,Group Class,250,90
GS000695,2025-01-07,B02,Group Class,250,90
GS000696,2025-01-07,B02,Group Class,250,90
GS000697,2025-01-07,B02,Group Class,250,90
GS000698,2025-01-07,B02,Day Pass,150,20
GS000699,2025-01-07,B02,Day Pass,150,20
GS000700,2025-01-07,B02,Day Pass,150,20
GS000701,2025-01-07,B02,Day Pass,150,20
GS000702,2025-01-07,B02,Day Pass,150,20
GS000703,2025-01-07,B03,Personal Training,650,380
GS000704,2025-01-07,B03,Personal Training,650,380
GS000705,2025-01-07,B03,Group Class,250,90
GS000706,2025-01-07,B03,Group Class,250,90
GS000707,2025-01-07,B03,Group Class,250,90
GS000708,2025-01-07,B03,Day Pass,150,20
GS000709,2025-01-07,B03,Day Pass,150,20
GS000710,2025-01-07,B03,Day Pass,150,20
GS000711,2025-01-07,B03,Day Pass,150,20
GS000712,2025-01-07,B03,Day Pass,150,20
GS000713,2025-01-07,B03,Day Pass,150,20
GS000714,2025-01-07,B03,Day Pass,150,20
GS000715,2025-01-07,B04,Personal Training,650,380
GS000716,2025-01-07,B04,Personal Training,650,380
GS000717,2025-01-07,B04,Personal Training,650,380
GS000718,2025-01-07,B04,Group Class,250,90
GS000719,2025-01-07,B04,Group Class,250,90
GS000720,2025-01-07,B04,Group Class,250,90
GS000721,2025-01-07,B04,Group Class,250,90
GS000722,2025-01-07,B04,Group Class,250,90
GS000723,2025-01-07,B04,Group Class,250,90
GS000724,2025-01-07,B04,Group Class,250,90
GS000725,2025-01-07,B04,Group Class,250,90
GS000726,2025-01-07,B04,Group Class,250,90
GS000727,2025-01-07,B04,Group Class,250,90
GS000728,2025-01-07,B04,Group Class,250,90
GS000729,2025-01-07,B04,Group Class,250,90
GS000730,2025-01-07,B04,Day Pass,150,20
GS000731,2025-01-07,B04,Day Pass,150,20
GS000732,2025-01-07,B04,Day Pass,150,20
GS000733,2025-01-07,B04,Day Pass,150,20
GS000734,2025-01-07,B04,Day Pass,150,20
GS000735,2025-01-07,B04,Day Pass,150,20
GS000736,2025-01-07,B04,Day Pass,150,20
GS000737,2025-01-07,B05,Personal Training,650,380
GS000738,2025-01-07,B05,Personal Training,650,380
GS000739,2025-01-07,B05,Personal Training,650,380
GS000740,2025-01-07,B05,Personal Training,650,380
GS000741,2025-01-07,B05,Group Class,250,90
GS000742,2025-01-07,B05,Group Class,250,90
GS000743,2025-01-07,B05,Group Class,250,90
GS000744,2025-01-07,B05,Group Class,250,90
GS000745,2025-01-07,B05,Group Class,250,90
GS000746,2025-01-07,B05,Group Class,250,90
GS000747,2025-01-07,B05,Group Class,250,90
GS000748,2025-01-07,B05,Group Class,250,90
GS000749,2025-01-07,B05,Group Class,250,90
GS000750,2025-01-07,B05,Group Class,250,90
GS000751,2025-01-07,B05,Group Class,250,90
GS000752,2025-01-07,B05,Group Class,250,90
GS000753,2025-01-07,B05,Group Class,250,90
GS000754,2025-01-07,B05,Day Pass,150,20
GS000755,2025-01-07,B05,Day Pass,150,20
GS000756,2025-01-07,B05,Day Pass,150,20
GS000757,2025-01-07,B05,Day Pass,150,20
GS000758,2025-01-07,B05,Day Pass,150,20
GS000759,2025-01-08,B01,Personal Training,650,380
GS000760,2025-01-08,B01,Group Class,250,90
GS000761,2025-01-08,B01,Group Class,250,90
GS000762,2025-01-08,B01,Group Class,250,90
GS000763,2025-01-08,B01,Group Class,250,90
GS000764,2025-01-08,B01,Group Class,250,90
GS000765,2025-01-08,B01,Group Class,250,90
GS000766,2025-01-08,B01,Group Class,250,90
GS000767,2025-01-08,B01,Group Class,250,90
GS000768,2025-01-08,B01,Group Class,250,90
GS000769,2025-01-08,B01,Group Class,250,90
GS000770,2025-01-08,B01,Group Class,250,90
GS000771,2025-01-08,B01,Group Class,250,90
GS000772,2025-01-08,B01,Day Pass,150,20
GS000773,2025-01-08,B01,Day Pass,150,20
GS000774,2025-01-08,B01,Day Pass,150,20
GS000775,2025-01-08,B01,Day Pass,150,20
GS000776,2025-01-08,B01,Day Pass,150,20
GS000777,2025-01-08,B02,Personal Training,650,380
GS000778,2025-01-08,B02,Personal Training,650,380
GS000779,2025-01-08,B02,Personal Training,650,380
GS000780,2025-01-08,B02,Personal Training,650,380
GS000781,2025-01-08,B02,Group Class,250,90
GS000782,2025-01-08,B02,Group Class,250,90
GS000783,2025-01-08,B02,Group Class,250,90
GS000784,2025-01-08,B02,Group Class,250,90
GS000785,2025-01-08,B02,Group Class,250,90
GS000786,2025-01-08,B02,Group Class,250,90
GS000787,2025-01-08,B02,Group Class,250,90
GS000788,2025-01-08,B02,Group Class,250,90
GS000789,2025-01-08,B02,Group Class,250,90
GS000790,2025-01-08,B02,Group Class,250,90
GS000791,2025-01-08,B02,Group Class,250,90
GS000792,2025-01-08,B02,Group Class,250,90
GS000793,2025-01-08,B02,Day Pass,150,20
GS000794,2025-01-08,B02,Day Pass,150,20
GS000795,2025-01-08,B02,Day Pass,150,20
GS000796,2025-01-08,B03,Personal Training,650,380
GS000797,2025-01-08,B03,Personal Training,650,380
GS000798,2025-01-08,B03,Group Class,250,90
GS000799,2025-01-08,B03,Group Class,250,90
GS000800,2025-01-08,B03,Group Class,250,90
GS000801,2025-01-08,B03,Group Class,250,90
GS000802,2025-01-08,B03,Group Class,250,90
GS000803,2025-01-08,B03,Group Class,250,90
GS000804,2025-01-08,B03,Group Class,250,90
GS000805,2025-01-08,B03,Day Pass,150,20
GS000806,2025-01-08,B03,Day Pass,150,20
GS000807,2025-01-08,B03,Day Pass,150,20
GS000808,2025-01-08,B03,Day Pass,150,20
GS000809,2025-01-08,B03,Day Pass,150,20
GS000810,2025-01-08,B03,Day Pass,150,20
GS000811,2025-01-08,B03,Day Pass,150,20
GS000812,2025-01-08,B03,Day Pass,150,20
GS000813,2025-01-08,B03,Day Pass,150,20
GS000814,2025-01-08,B03,Day Pass,150,20
GS000815,2025-01-08,B03,Day Pass,150,20
GS000816,2025-01-08,B03,Day Pass,150,20
GS000817,2025-01-08,B04,Personal Training,650,380
GS000818,2025-01-08,B04,Personal Training,650,380
GS000819,2025-01-08,B04,Personal Training,650,380
GS000820,2025-01-08,B04,Personal Training,650,380
GS000821,2025-01-08,B04,Group Class,250,90
GS000822,2025-01-08,B04,Group Class,250,90
GS000823,2025-01-08,B04,Group Class,250,90
GS000824,2025-01-08,B04,Group Class,250,90
GS000825,2025-01-08,B04,Group Class,250,90
GS000826,2025-01-08,B04,Group Class,250,90
GS000827,2025-01-08,B04,Group Class,250,90
GS000828,2025-01-08,B04,Group Class,250,90
GS000829,2025-01-08,B04,Group Class,250,90
GS000830,2025-01-08,B04,Group Class,250,90
GS000831,2025-01-08,B04,Day Pass,150,20
GS000832,2025-01-08,B04,Day Pass,150,20
GS000833,2025-01-08,B04,Day Pass,150,20
GS000834,2025-01-08,B04,Day Pass,150,20
GS000835,2025-01-08,B04,Day Pass,150,20
GS000836,2025-01-08,B04,Day Pass,150,20
GS000837,2025-01-08,B04,Day Pass,150,20
GS000838,2025-01-08,B04,Day Pass,150,20
GS000839,2025-01-08,B04,Day Pass,150,20
GS000840,2025-01-08,B04,Day Pass,150,20
GS000841,2025-01-08,B05,Personal Training,650,380
GS000842,2025-01-08,B05,Personal Training,650,380
GS000843,2025-01-08,B05,Personal Training,650,380
GS000844,2025-01-08,B05,Personal Training,650,380
GS000845,2025-01-08,B05,Group Class,250,90
GS000846,2025-01-08,B05,Group Class,250,90
GS000847,2025-01-08,B05,Group Class,250,90
GS000848,2025-01-08,B05,Group Class,250,90
GS000849,2025-01-08,B05,Group Class,250,90
GS000850,2025-01-08,B05,Group Class,250,90
GS000851,2025-01-08,B05,Group Class,250,90
GS000852,2025-01-08,B05,Group Class,250,90
GS000853,2025-01-08,B05,Group Class,250,90
GS000854,2025-01-08,B05,Group Class,250,90
GS000855,2025-01-08,B05,Group Class,250,90
GS000856,2025-01-08,B05,Group Class,250,90
GS000857,2025-01-08,B05,Group Class,250,90
GS000858,2025-01-08,B05,Day Pass,150,20
GS000859,2025-01-08,B05,Day Pass,150,20
GS000860,2025-01-08,B05,Day Pass,150,20
GS000861,2025-01-08,B05,Day Pass,150,20
GS000862,2025-01-08,B05,Day Pass,150,20
GS000863,2025-01-08,B05,Day Pass,150,20
GS000864,2025-01-08,B05,Day Pass,150,20
GS000865,2025-01-08,B05,Day Pass,150,20
GS000866,2025-01-09,B01,Personal Training,650,380
GS000867,2025-01-09,B01,Personal Training,650,380
GS000868,2025-01-09,B01,Group Class,250,90
GS000869,2025-01-09,B01,Group Class,250,90
GS000870,2025-01-09,B01,Group Class,250,90
GS000871,2025-01-09,B01,Group Class,250,90
GS000872,2025-01-09,B01,Group Class,250,90
GS000873,2025-01-09,B01,Group Class,250,90
GS000874,2025-01-09,B01,Day Pass,150,20
GS000875,2025-01-09,B01,Day Pass,150,20
GS000876,2025-01-09,B01,Day Pass,150,20
GS000877,2025-01-09,B02,Personal Training,650,380
GS000878,2025-01-09,B02,Personal Training,650,380
GS000879,2025-01-09,B02,Group Class,250,90
GS000880,2025-01-09,B02,Group Class,250,90
GS000881,2025-01-09,B02,Group Class,250,90
GS000882,2025-01-09,B02,Group Class,250,90
GS000883,2025-01-09,B02,Group Class,250,90
GS000884,2025-01-09,B02,Group Class,250,90
GS000885,2025-01-09,B02,Group Class,250,90
GS000886,2025-01-09,B02,Group Class,250,90
GS000887,2025-01-09,B02,Group Class,250,90
GS000888,2025-01-09,B02,Group Class,250,90
GS000889,2025-01-09,B02,Group Class,250,90
GS000890,2025-01-09,B02,Group Class,250,90
GS000891,2025-01-09,B02,Group Class,250,90
GS000892,2025-01-09,B02,Group Class,250,90
GS000893,2025-01-09,B02,Day Pass,150,20
GS000894,2025-01-09,B02,Day Pass,150,20
GS000895,2025-01-09,B02,Day Pass,150,20
GS000896,2025-01-09,B02,Day Pass,150,20
GS000897,2025-01-09,B02,Day Pass,150,20
GS000898,2025-01-09,B02,Day Pass,150,20
GS000899,2025-01-09,B02,Day Pass,150,20
GS000900,2025-01-09,B02,Day Pass,150,20
GS000901,2025-01-09,B03,Personal Training,650,380
GS000902,2025-01-09,B03,Personal Training,650,380
GS000903,2025-01-09,B03,Personal Training,650,380
GS000904,2025-01-09,B03,Group Class,250,90
GS000905,2025-01-09,B03,Group Class,250,90
GS000906,2025-01-09,B03,Group Class,250,90
GS000907,2025-01-09,B03,Group Class,250,90
GS000908,2025-01-09,B03,Group Class,250,90
GS000909,2025-01-09,B03,Group Class,250,90
GS000910,2025-01-09,B03,Group Class,250,90
GS000911,2025-01-09,B03,Group Class,250,90
GS000912,2025-01-09,B03,Group Class,250,90
GS000913,2025-01-09,B03,Day Pass,150,20
GS000914,2025-01-09,B03,Day Pass,150,20
GS000915,2025-01-09,B03,Day Pass,150,20
GS000916,2025-01-09,B03,Day Pass,150,20
GS000917,2025-01-09,B03,Day Pass,150,20
GS000918,2025-01-09,B03,Day Pass,150,20
GS000919,2025-01-09,B03,Day Pass,150,20
GS000920,2025-01-09,B03,Day Pass,150,20
GS000921,2025-01-09,B04,Personal Training,650,380
GS000922,2025-01-09,B04,Personal Training,650,380
GS000923,2025-01-09,B04,Personal Training,650,380
GS000924,2025-01-09,B04,Personal Training,650,380
GS000925,2025-01-09,B04,Personal Training,650,380
GS000926,2025-01-09,B04,Personal Training,650,380
GS000927,2025-01-09,B04,Personal Training,650,380
GS000928,2025-01-09,B04,Personal Training,650,380
GS000929,2025-01-09,B04,Group Class,250,90
GS000930,2025-01-09,B04,Group Class,250,90
GS000931,2025-01-09,B04,Group Class,250,90
GS000932,2025-01-09,B04,Group Class,250,90
GS000933,2025-01-09,B04,Group Class,250,90
GS000934,2025-01-09,B04,Group Class,250,90
GS000935,2025-01-09,B04,Group Class,250,90
GS000936,2025-01-09,B04,Group Class,250,90
GS000937,2025-01-09,B04,Group Class,250,90
GS000938,2025-01-09,B04,Group Class,250,90
GS000939,2025-01-09,B04,Day Pass,150,20
GS000940,2025-01-09,B04,Day Pass,150,20
GS000941,2025-01-09,B04,Day Pass,150,20
GS000942,2025-01-09,B04,Day Pass,150,20
GS000943,2025-01-09,B05,Personal Training,650,380
GS000944,2025-01-09,B05,Personal Training,650,380
GS000945,2025-01-09,B05,Personal Training,650,380
GS000946,2025-01-09,B05,Group Class,250,90
GS000947,2025-01-09,B05,Group Class,250,90
GS000948,2025-01-09,B05,Group Class,250,90
GS000949,2025-01-09,B05,Group Class,250,90
GS000950,2025-01-09,B05,Group Class,250,90
GS000951,2025-01-09,B05,Group Class,250,90
GS000952,2025-01-09,B05,Group Class,250,90
GS000953,2025-01-09,B05,Group Class,250,90
GS000954,2025-01-09,B05,Group Class,250,90
GS000955,2025-01-09,B05,Group Class,250,90
GS000956,2025-01-09,B05,Day Pass,150,20
GS000957,2025-01-09,B05,Day Pass,150,20
GS000958,2025-01-09,B05,Day Pass,150,20
GS000959,2025-01-09,B05,Day Pass,150,20
GS000960,2025-01-09,B05,Day Pass,150,20
GS000961,2025-01-09,B05,Day Pass,150,20
GS000962,2025-01-09,B05,Day Pass,150,20
GS000963,2025-01-10,B01,Personal Training,650,380
GS000964,2025-01-10,B01,Group Class,250,90
GS000965,2025-01-10,B01,Group Class,250,90
GS000966,2025-01-10,B01,Group Class,250,90
GS000967,2025-01-10,B01,Group Class,250,90
GS000968,2025-01-10,B01,Group Class,250,90
GS000969,2025-01-10,B01,Group Class,250,90
GS000970,2025-01-10,B01,Group Class,250,90
GS000971,2025-01-10,B01,Group Class,250,90
GS000972,2025-01-10,B01,Group Class,250,90
GS000973,2025-01-10,B01,Group Class,250,90
GS000974,2025-01-10,B01,Day Pass,150,20
GS000975,2025-01-10,B01,Day Pass,150,20
GS000976,2025-01-10,B01,Day Pass,150,20
GS000977,2025-01-10,B02,Personal Training,650,380
GS000978,2025-01-10,B02,Personal Training,650,380
GS000979,2025-01-10,B02,Personal Training,650,380
GS000980,2025-01-10,B02,Personal Training,650,380
GS000981,2025-01-10,B02,Personal Training,650,380
GS000982,2025-01-10,B02,Personal Training,650,380
GS000983,2025-01-10,B02,Personal Training,650,380
GS000984,2025-01-10,B02,Personal Training,650,380
GS000985,2025-01-10,B02,Personal Training,650,380
GS000986,2025-01-10,B02,Personal Training,650,380
GS000987,2025-01-10,B02,Personal Training,650,380
GS000988,2025-01-10,B02,Personal Training,650,380
GS000989,2025-01-10,B02,Personal Training,650,380
GS000990,2025-01-10,B02,Personal Training,650,380
GS000991,2025-01-10,B02,Group Class,250,90
GS000992,2025-01-10,B02,Group Class,250,90
GS000993,2025-01-10,B02,Group Class,250,90
GS000994,2025-01-10,B02,Group Class,250,90
GS000995,2025-01-10,B02,Group Class,250,90
GS000996,2025-01-10,B02,Group Class,250,90
GS000997,2025-01-10,B02,Group Class,250,90
GS000998,2025-01-10,B02,Group Class,250,90
GS000999,2025-01-10,B02,Group Class,250,90
GS001000,2025-01-10,B02,Group Class,250,90
GS001001,2025-01-10,B02,Group Class,250,90
GS001002,2025-01-10,B02,Day Pass,150,20
GS001003,2025-01-10,B02,Day Pass,150,20
GS001004,2025-01-10,B02,Day Pass,150,20
GS001005,2025-01-10,B02,Day Pass,150,20
GS001006,2025-01-10,B02,Day Pass,150,20
GS001007,2025-01-10,B03,Personal Training,650,380
GS001008,2025-01-10,B03,Personal Training,650,380
GS001009,2025-01-10,B03,Personal Training,650,380
GS001010,2025-01-10,B03,Group Class,250,90
GS001011,2025-01-10,B03,Group Class,250,90
GS001012,2025-01-10,B03,Group Class,250,90
GS001013,2025-01-10,B03,Group Class,250,90
GS001014,2025-01-10,B03,Group Class,250,90
GS001015,2025-01-10,B03,Group Class,250,90
GS001016,2025-01-10,B03,Group Class,250,90
GS001017,2025-01-10,B03,Group Class,250,90
GS001018,2025-01-10,B03,Group Class,250,90
GS001019,2025-01-10,B03,Group Class,250,90
GS001020,2025-01-10,B03,Group Class,250,90
GS001021,2025-01-10,B03,Group Class,250,90
GS001022,2025-01-10,B03,Group Class,250,90
GS001023,2025-01-10,B03,Group Class,250,90
GS001024,2025-01-10,B03,Group Class,250,90
GS001025,2025-01-10,B03,Day Pass,150,20
GS001026,2025-01-10,B03,Day Pass,150,20
GS001027,2025-01-10,B03,Day Pass,150,20
GS001028,2025-01-10,B03,Day Pass,150,20
GS001029,2025-01-10,B03,Day Pass,150,20
GS001030,2025-01-10,B03,Day Pass,150,20
GS001031,2025-01-10,B03,Day Pass,150,20
GS001032,2025-01-10,B03,Day Pass,150,20
GS001033,2025-01-10,B03,Day Pass,150,20
GS001034,2025-01-10,B03,Day Pass,150,20
GS001035,2025-01-10,B03,Day Pass,150,20
GS001036,2025-01-10,B03,Day Pass,150,20
GS001037,2025-01-10,B03,Day Pass,150,20
